Name,LinkType,Destructible,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,HullIndexSecond,HullType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,Fitness
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,25,1,1.666,0.89,1.666,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.0,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,26,1,1.43276,0.86,1.666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86,5,-1.1400000000000001,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,3,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,27,1,2.5,1.15,2.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.15,5,-1.15,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,28,1,2.225,1.0,2.225,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.89,5,-1.0,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,29,1,2.25,0.9,2.75,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.9,5,-1.1,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,30,1,2.5,1.1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,5,-0.9,0.0,0.0,1.0,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,31,1,0.75,0.75,0.75,0.0,0.0,3.045,1.13,0.0,0.0,0.0,1.0,5,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,32,1,0.855,0.75,0.855,0.0,0.0,-3.99,0.0,0.0,1.0,0.0,1.1400000000000001,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,33,1,1.4,1.204,1.5959999999999999,-5.928,0.0,0.0,0.806094,0.0,-0.806094,0.0,1.0,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,34,1,1.4,1.218,1.218,5.876,0.0,0.0,0.615177,0.0,0.7990229999999999,0.0,0.87,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,35,1,2.2800000000000002,2.2800000000000002,2.2800000000000002,0.0,0.0,7.65,1.0,0.0,0.0,0.0,1.1400000000000001,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,36,1,1.72,2.2800000000000002,2.2800000000000002,0.0,0.0,-6.579000000000001,0.0,0.0,1.1400000000000001,0.0,1.1400000000000001,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,37,1,0.89,1.11,0.89,-1.11,0.6504599999999999,5.2725,1.0,0.0,0.0,0.0,1.11,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,38,1,1.15,0.85,1.0,0.0,0.586,4.0375,1.15,0.0,0.0,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,39,1,1.0,1.11,1.0,1.11,0.6504599999999999,4.75,1.11,0.0,0.0,0.0,0.89,5,111.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,40,1,1.13,1.0,1.13,-1.13,-0.586,4.75,1.0,0.0,0.0,0.0,0.87,5,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,41,1,1.0,1.1,1.0,0.0,-0.6446,4.275,1.0,0.0,0.0,0.0,0.9,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,42,1,1.15,1.15,0.85,0.85,-0.6738999999999999,4.0375,0.85,0.0,0.0,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,43,1,1.0,1.1400000000000001,1.0,-1.1400000000000001,0.66804,-4.085,1.1400000000000001,0.0,0.0,0.0,1.0,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,44,1,1.0,0.86,1.0,0.0,0.50396,-5.415,0.86,0.0,0.0,0.0,0.86,5,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,45,1,0.85,1.15,1.15,0.85,0.586,-4.75,1.0,0.0,0.0,0.0,1.15,5,115.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,46,1,0.9,0.9,0.9,-1.1,-0.5274,-4.275,0.9,0.0,0.0,0.0,1.0,5,90.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,47,1,0.9,0.9,1.0,0.0,-0.5274,-4.275,0.9,0.0,0.0,0.0,1.0,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,48,1,1.0,0.9,0.9,1.1,-0.6446,-4.75,0.9,0.0,0.0,0.0,1.0,5,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,49,1,1.1400000000000001,1.0,1.0,-7.125,0.50396,0.0,0.86,0.0,0.0,0.0,1.0,5,114.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,50,1,0.85,0.85,1.0,-7.125,-0.4981,0.0,1.15,0.0,0.0,0.0,1.15,5,85.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,51,1,1.1,1.0,1.1,6.4125,0.586,0.0,1.1,0.0,0.0,0.0,1.0,5,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,52,1,0.86,1.1400000000000001,1.1400000000000001,6.1274999999999995,-0.586,0.0,1.1400000000000001,0.0,0.0,0.0,0.86,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,53,1,1.13,1.0,1.13,-6.19875,1.37982,0.0,1.0,0.0,0.0,0.0,1.13,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,54,1,1.0,1.0,0.85,-8.19375,-1.8239,0.0,1.15,0.0,0.0,0.0,0.85,5,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,55,1,1.0,1.0,0.86,7.125,1.586,0.0,1.0,0.0,0.0,0.0,0.86,5,114.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Orion-mutated,0,1,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,56,1,0.89,1.0,1.0,7.90875,-1.586,0.0,0.89,0.0,0.0,0.0,1.0,5,89.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,3,0,0.0,0.01,1.0,00000001010000000000000000010100,00000001010000000000000000010110,1,1,1.1400000000000001,1.1400000000000001,0.86,0.0,0.0,0.54459624,0.86,0.0,0.0,0.0,0.01,5,300.0,0.0,0.0,0.01,1.0,00000001010000000000000000010100,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,0,1,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,2,1,1.1,1.1,0.9,0.349,0.0,0.6695821,0.0,0.0,0.0,0.9,0.01,5,-1.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,0,1,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,3,1,0.88,1.12,1.12,-0.349,0.0,0.68175632,0.88,0.0,0.0,0.0,0.0112,5,-1.12,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,4,0,1.11,1.0,1.11,0.8454999999999999,0.0,0.7991999999999999,0.0,0.0,0.0,1.11,0.0111,5,89.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,5,0,1.0,1.0,1.0,0.95,0.0,1.472,0.0,0.0,0.0,0.85,0.0115,5,85.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,6,0,0.9,0.9,1.1,0.95,0.0,1.84,0.0,0.0,0.0,1.1,0.01,5,110.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,7,0,1.1,0.9,1.1,0.95,0.0,2.4,0.0,0.0,0.0,0.9,0.011,5,110.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,8,0,0.9,1.0,1.1,0.95,0.0,3.256,0.0,0.0,0.0,1.0,0.009000000000000001,5,110.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,9,1,1.1,0.9,1.1,0.95,0.0,3.6662472,0.0,0.0,0.0,1.1,0.01,5,90.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,10,1,0.85,0.85,1.15,0.95,0.0,4.880599999999999,0.0,0.0,0.0,0.85,0.01,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,11,1,0.89,1.11,0.89,0.8454999999999999,0.0,5.305575780000001,0.0,0.0,0.0,1.11,0.01,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,12,0,1.0,0.9,0.9,-0.855,0.0,0.72,0.0,0.0,0.0,1.0,0.01,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,13,0,0.86,0.86,1.0,-0.95,0.0,1.28,0.0,0.0,0.0,0.86,0.01,5,86.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,14,0,0.9,1.0,1.1,-0.855,0.0,2.024,0.0,0.0,0.0,0.9,0.011,5,90.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,15,0,1.0,1.0,0.89,-1.0545,0.0,2.6639999999999997,0.0,0.0,0.0,0.89,0.01,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,16,0,1.0,0.89,0.89,-0.95,0.0,3.2856,0.0,0.0,0.0,0.89,0.01,5,89.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,17,1,0.88,0.88,0.88,-0.836,0.0,3.332952,0.0,0.0,0.0,1.12,0.0088,5,88.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,18,1,1.12,1.0,1.0,-1.064,0.0,4.75328,0.0,0.0,0.0,0.88,0.0088,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,19,1,1.1400000000000001,1.1400000000000001,1.1400000000000001,-0.817,0.0,5.448969720000001,0.0,0.0,0.0,1.1400000000000001,0.01,5,114.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,20,0,1.0,0.88,1.12,0.0,1.064,0.6335999999999999,0.0,0.0,0.0,0.88,0.0088,5,112.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,21,0,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,1.083,1.1008,0.0,0.0,0.0,1.0,0.0086,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,22,0,0.86,1.0,1.0,0.0,0.817,2.0976,0.0,0.0,0.0,1.1400000000000001,0.0086,5,114.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,23,0,1.12,1.0,1.12,0.0,1.064,2.6879999999999997,0.0,0.0,0.0,1.0,0.0088,5,88.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,24,0,1.0,1.15,1.0,0.0,0.8075,2.96,0.0,0.0,0.0,1.0,0.0115,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,25,1,0.85,1.0,1.0,0.0,1.0925,3.8328948,0.0,0.0,0.0,0.85,0.01,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,26,0,1.12,0.88,0.88,0.0,-1.064,0.8064,0.0,0.0,0.0,1.12,0.0088,5,88.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.88
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,27,0,1.0,1.15,1.0,0.0,-0.95,1.28,0.0,0.0,0.0,0.85,0.0115,5,100.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,28,0,1.1,0.9,0.9,0.0,-0.855,2.024,0.0,0.0,0.0,1.0,0.009000000000000001,5,90.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.9
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,29,0,1.0,1.13,1.13,0.0,-0.8265,2.7119999999999997,0.0,0.0,0.0,1.13,0.0087,5,113.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Teuthus-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,30,0,0.86,1.0,0.86,0.0,-1.083,2.96,0.0,0.0,0.0,0.86,0.01,5,114.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Teuthus-mutated,1,1,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,31,1,1.0,0.86,1.1400000000000001,0.0,-1.083,3.7995652800000004,0.0,0.0,0.0,0.86,0.0086,5,86.0,0.0,0.0,1.0,1.0,00000000000000000000000000000001,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,1,0,0.86,1.1400000000000001,0.86,0.0,0.0,-1.59173702,1.0,0.0,0.0,0.0,0.057,5,-1.1400000000000001,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,2,0,1.0788,1.4012,0.87,0.0,0.0,-3.81416,1.0,0.0,0.0,0.0,0.045,5,-1.13,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,3,0,1.5,1.5,1.0602,0.0,0.0,-5.792092,0.86,0.0,0.0,0.0,0.04,5,-0.86,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,4,0,0.8362,0.6437999999999999,1.13,0.0,0.0,-7.736513,1.0,0.0,0.0,0.0,0.03955,5,-1.13,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.87
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,5,0,1.0323,1.0323,0.93,0.0,0.0,-10.69023351,1.0,0.0,0.0,0.0,0.03,5,-1.11,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,6,0,1.2995999999999999,1.14,0.9576,0.0,0.0,-11.460143,1.0,0.0,0.0,0.0,0.025,5,-1.1400000000000001,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,7,0,0.4505,0.53,0.989,0.0,0.0,-13.193,1.0,0.0,0.0,0.0,0.02,5,-1.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Vermis-mutated,1,0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,8,0,0.6,0.6,0.855,0.0,0.0,-16.87175718,0.86,0.0,0.0,0.0,0.025799999999999997,5,-1.1400000000000001,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,9,0,1.1400000000000001,1.0,1.0,0.0,0.0,0.8008,1.1400000000000001,0.0,0.0,0.0,0.01,5,-1.0,0.0,0.0,1.0,1.0,00000000000000000000000000000000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,35,1,1.1400000000000001,1.0,1.1400000000000001,0.0,0.6,-1.8819769800000001,1.1400000000000001,0.0,0.0,0.0,-0.0086,5,8.6,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,36,1,1.1400000000000001,0.86,1.0,0.0,-0.6839999999999999,-1.41973702,0.0,0.0,0.0,1.1400000000000001,-0.01,5,11.4,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,37,1,1.15,0.85,0.85,-0.69,0.0,-1.40322845,0.7071,0.0,0.0,0.8131649999999999,-0.01,5,8.5,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,38,1,1.0,1.0,1.1400000000000001,0.6,0.0,-1.650857,0.7071,0.0,0.0,-0.806094,-0.01,5,11.4,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,39,1,1.15,0.85,1.0,0.0,0.57,-3.81416,1.15,0.0,0.0,0.0,-0.01,5,10.0,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.85
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,40,1,1.0,1.0,1.0,0.0,-0.57,-4.3481424,0.0,0.0,0.0,1.0,-0.0114,5,10.0,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,41,1,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,0.3956,-7.736513,1.1400000000000001,0.0,0.0,0.0,-0.0114,5,8.6,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,42,1,1.0,1.11,1.0,0.0,-0.46,-6.885496570000001,0.0,0.0,0.0,1.0,-0.01,5,8.9,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,43,1,1.0,1.0,1.11,0.0,0.4218,-10.19952727,1.11,0.0,0.0,0.0,-0.0111,5,8.9,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.89
Vermis-mutated,3,1,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,44,1,1.0,0.86,0.86,0.0,-0.3268,-9.85572298,0.0,0.0,0.0,1.0,-0.0086,5,10.0,0.0,0.0,1.0,1.0,00000000010000000010000000010000,00000001010000000000000000010110,0.0,0.0,0.0,0.86
