Name,HullIndexParent,WeaponType,ScaleX,ScaleY,ScaleZ,PositionX,PositionY,PositionZ,OrientationW,OrientationX,OrientationY,OrientationZ,ObjectMass,ObjectMaterial,ObjectMaximumLife,ObjectArmor,DestructionDelay,EffectMultiplierKill,EffectMultiplierDestroy,EffectsMaskKill,EffectsMaskDestroy,LocalDirectionX,LocalDirectionY,LocalDirectionZ,WeaponPriority,WeaponBehaviour,ReloadTime,HasLock,AffectorType,AffectorScaleFactor,AffectorPowerFactor,AffectorPositionX,AffectorPositionY,AffectorPositionZ,MobilityType,LocalPositionX,LocalPositionY,LocalPositionZ,Fitness
Teuthus-mutated,18,0,1.15,0.85,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.15,1.15,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,1.15,0,-1,0.85,1.15,0.0,0.0,0.0,11,0.0,0.0,0.133875,0.85
Teuthus-mutated,11,0,1.11,1.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.89,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.11,3,2,5.55,0,-1,1.11,1.0,0.0,0.0,0.0,12,0.15,0.0,-0.18,0.89
Teuthus-mutated,11,0,1.1,0.9,1.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,5.0,0,-1,1.1,1.1,0.0,0.0,0.0,12,0.135,0.0,-0.18,0.9
Teuthus-mutated,19,0,1.0,1.1400000000000001,1.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.1400000000000001,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.86,3,2,5.0,0,-1,0.86,1.0,0.0,0.0,0.0,12,-0.129,0.0,-0.18,0.86
Teuthus-mutated,19,0,0.89,1.0,0.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,0.89,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.89,3,2,5.55,0,-1,1.0,0.89,0.0,0.0,0.0,12,-0.16649999999999998,0.0,-0.19979999999999998,0.89
Vermis-mutated,3,0,0.33899999999999997,0.33899999999999997,0.261,-0.5311,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.2,0,-1,1.0,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Vermis-mutated,3,0,0.267,0.3,0.33299999999999996,0.5216999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,89.0,0.0,0.0,1.11,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.11,0.0,0.0,2,2,0.222,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Vermis-mutated,5,0,0.255,0.3,0.3,-0.64,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-0.85,0.0,0.0,2,2,0.23,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,5,0,0.264,0.3,0.33599999999999997,0.64,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,0.88,1.12,00000001010000000000000000010110,00000000000000000000000000000000,0.88,0.0,0.0,2,2,0.224,0,-1,1.12,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Vermis-mutated,7,0,0.3,0.3,0.3,-1.034,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,1.0,0.9,00000001010000000000000000010110,00000000000000000000000000000000,-1.1,0.0,0.0,2,2,0.18,0,-1,0.9,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Vermis-mutated,7,0,0.3,0.267,0.3,1.0433999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,89.0,0.0,0.0,1.0,0.89,00000001010000000000000000010110,00000000000000000000000000000000,0.89,0.0,0.0,2,2,0.222,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,15,0,0.22,0.22,0.2508,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,86.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.228,0,-1,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,16,0,0.2508,0.2508,0.22,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.86,0.86,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.86,0,2,0.17200000000000001,0,-1,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,3,0,1.0,1.1400000000000001,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.86,1.1400000000000001,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.86,0,2,0.228,0,-1,0.86,0.86,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,5,0,0.87,1.13,1.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.17400000000000002,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,7,0,1.1,1.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,0,2,0.2,0,-1,1.0,0.9,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,9,0,0.9,1.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.9,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,0,2,0.2,0,-1,1.0,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,11,0,1.12,1.0,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.12,0.88,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,0,2,0.224,0,-1,1.0,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,31,0,0.75,0.825,0.75,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,0.9,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.9,2,2,0.2,0,-1,0.9,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,32,0,0.8475,0.75,0.8475,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.0,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,0.226,0,-1,1.0,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,33,0,1.19,1.19,1.4,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.85,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.85,3,2,0.23,0,-1,1.15,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,34,0,1.4,1.218,1.5819999999999999,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.13,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,3,2,0.226,0,-1,1.13,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,35,0,1.8,1.8,2.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.9,0.9,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.18,0,-1,1.1,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,36,0,2.0,1.78,1.78,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0,89.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,4,2,0.2,0,-1,0.89,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Teuthus-mutated,9,6,1.13,0.87,0.87,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.13,0.87,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.13,1,2,1.0,0,-1,0.87,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,17,6,1.0,1.0,1.12,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,88.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.88,3,2,11.2,0,-1,1.12,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Teuthus-mutated,25,6,1.1,1.1,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.1,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,2,2,1.0,0,-1,1.0,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Teuthus-mutated,31,6,0.85,0.85,1.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.0,0.85,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.15,2,2,1.15,0,-1,0.85,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Teuthus-mutated,10,0,1.13,1.13,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.0,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,0.87,0,-1,0.87,1.0,0.0,0.0,0.0,11,0.0,0.0,0.137025,0.87
Teuthus-mutated,18,0,1.0,0.86,0.86,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.86,0.86,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,0.86,0,-1,1.1400000000000001,0.86,0.0,0.0,0.0,11,0.0,0.0,0.13545,0.86
Teuthus-mutated,11,0,1.12,1.0,1.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.12,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,4.4,0,-1,0.88,1.12,0.0,0.0,0.0,12,0.15,0.0,-0.15839999999999999,0.88
Teuthus-mutated,11,0,1.12,1.12,1.12,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,4.4,0,-1,0.88,1.12,0.0,0.0,0.0,12,0.132,0.0,-0.18,0.88
Teuthus-mutated,19,0,1.0,0.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,0.87,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,3,2,4.35,0,-1,1.13,0.87,0.0,0.0,0.0,12,-0.1305,0.0,-0.18,0.87
Teuthus-mutated,19,0,0.86,1.1400000000000001,1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.86,0.86,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.86,3,2,4.3,0,-1,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,12,-0.17099999999999999,0.0,-0.18,0.86
Vermis-mutated,3,0,0.3,0.258,0.34199999999999997,-0.4042,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,1.1400000000000001,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.17200000000000001,0,-1,0.86,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Vermis-mutated,3,0,0.33599999999999997,0.3,0.33599999999999997,0.5264,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,1.12,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.88,0.0,0.0,2,2,0.224,0,-1,1.12,1.12,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Vermis-mutated,5,0,0.267,0.33299999999999996,0.33299999999999996,-0.5696,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,1.11,00000001010000000000000000010110,00000000000000000000000000000000,-1.11,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Vermis-mutated,5,0,0.3,0.3,0.32999999999999996,0.704,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,0.9,1.1,00000001010000000000000000010110,00000000000000000000000000000000,0.9,0.0,0.0,2,2,0.22000000000000003,0,-1,0.9,1.1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Vermis-mutated,7,0,0.345,0.3,0.255,-1.081,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.85,0.85,00000001010000000000000000010110,00000000000000000000000000000000,-0.85,0.0,0.0,2,2,0.23,0,-1,1.0,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,7,0,0.27,0.3,0.3,0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.1,00000001010000000000000000010110,00000000000000000000000000000000,1.1,0.0,0.0,2,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,15,0,0.198,0.198,0.22,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,0,2,0.18,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,16,0,0.1892,0.2508,0.2508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.86,1.1400000000000001,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.228,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,3,0,1.1400000000000001,1.1400000000000001,1.1400000000000001,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.86,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1400000000000001,0,2,0.228,0,-1,1.0,0.86,0.0,0.0,0.0,3,0.0,0.0,0.0,0.86
Orion-mutated,5,0,1.0,1.13,1.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,0,2,0.17400000000000002,0,-1,0.87,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,7,0,0.85,0.85,1.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,0,2,0.17,0,-1,1.0,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,9,0,1.12,1.0,1.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,0.88,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.88,0,2,0.224,0,-1,0.88,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,11,0,1.0,0.9,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.9,0,2,0.2,0,-1,1.1,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,31,0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,2,2,0.17400000000000002,0,-1,0.87,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,32,0,0.75,0.75,0.75,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,0.87,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,0.2,0,-1,1.13,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,33,0,1.6099999999999999,1.19,1.6099999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.85,1.15,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.85,3,2,0.17,0,-1,0.85,0.85,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,34,0,1.4,1.5399999999999998,1.5399999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,110.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.1,3,2,0.22000000000000003,0,-1,1.1,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Orion-mutated,35,0,2.3,2.3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.85,4,2,0.23,0,-1,0.85,1.15,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Orion-mutated,36,0,2.24,1.76,2.24,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.88,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,4,2,0.17600000000000002,0,-1,0.88,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Teuthus-mutated,9,6,0.89,0.89,0.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.89,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,1.0,1,2,0.89,0,-1,1.0,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Teuthus-mutated,17,6,1.11,0.89,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.11,1.11,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.89,3,2,11.1,0,-1,0.89,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Teuthus-mutated,25,6,1.0,1.0,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.87,2,2,1.0,0,-1,1.13,0.87,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,31,6,0.87,1.13,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.13,1.13,00000001010000000000000000010110,00000000000000000000000000000000,0.0,0.0,0.87,2,2,0.87,0,-1,1.13,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Teuthus-mutated,10,0,1.0,0.87,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,2,2,1.0,0,-1,0.87,1.13,0.0,0.0,0.0,11,0.0,0.0,0.177975,0.87
Teuthus-mutated,18,0,1.0,0.85,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,0.85,0.85,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.85,2,2,0.85,0,-1,1.0,1.0,0.0,0.0,0.0,11,0.0,0.0,0.181125,0.85
Teuthus-mutated,11,0,0.89,1.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,0.89,0.89,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.89,3,2,5.0,0,-1,1.0,1.0,0.0,0.0,0.0,12,0.16649999999999998,0.0,-0.18,0.89
Teuthus-mutated,11,0,0.88,1.12,1.12,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,88.0,0.0,0.0,1.12,1.12,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.88,3,2,5.0,0,-1,1.12,1.0,0.0,0.0,0.0,12,0.16799999999999998,0.0,-0.2016,0.88
Teuthus-mutated,19,0,0.87,0.87,1.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,1.0,1.13,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,3,2,5.0,0,-1,1.13,0.87,0.0,0.0,0.0,12,-0.1305,0.0,-0.2034,0.87
Teuthus-mutated,19,0,1.1,1.1,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1,1.1,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.9,3,2,4.5,0,-1,0.9,1.0,0.0,0.0,0.0,12,-0.16499999999999998,0.0,-0.162,0.9
Vermis-mutated,3,0,0.345,0.3,0.3,-0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.15,1.15,00000001010000000000000000010110,00000000000000000000000000000000,-1.15,0.0,0.0,2,2,0.2,0,-1,0.85,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,3,0,0.32999999999999996,0.3,0.32999999999999996,0.423,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.1,1.0,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.0,0.9,0.0,0.0,0.0,3,0.0,0.0,0.0,0.9
Vermis-mutated,5,0,0.255,0.255,0.255,-0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,115.0,0.0,0.0,0.85,1.0,00000001010000000000000000010110,00000000000000000000000000000000,-1.0,0.0,0.0,2,2,0.17,0,-1,0.85,0.85,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,5,0,0.255,0.255,0.345,0.736,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0,85.0,0.0,0.0,1.0,1.15,00000001010000000000000000010110,00000000000000000000000000000000,1.0,0.0,0.0,2,2,0.2,0,-1,1.15,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.85
Vermis-mutated,7,0,0.3,0.3,0.3,-0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,111.0,0.0,0.0,1.0,1.11,00000001010000000000000000010110,00000000000000000000000000000000,-0.89,0.0,0.0,2,2,0.222,0,-1,0.89,1.11,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Vermis-mutated,7,0,0.3,0.3,0.33299999999999996,0.8366,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,89.0,0.0,0.0,0.89,1.11,00000001010000000000000000010110,00000000000000000000000000000000,0.89,0.0,0.0,2,2,0.2,0,-1,0.89,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,15,0,0.22,0.22,0.2442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.11,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.89,0,2,0.222,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,16,0,0.22,0.2442,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.89,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.89,0,2,0.2,0,-1,1.11,0.89,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,3,0,1.0,1.0,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.0,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,0,2,0.17400000000000002,0,-1,0.87,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,5,0,1.0,0.88,1.12,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,112.0,0.0,0.0,1.12,0.88,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.88,0,2,0.2,0,-1,1.0,1.12,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,7,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,0.87,0,2,0.226,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,9,0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,0.88,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,0,2,0.2,0,-1,1.12,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,11,0,0.88,1.0,1.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,88.0,0.0,0.0,1.12,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,0,2,0.224,0,-1,1.0,1.12,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,31,0,0.8475,0.8475,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0.87,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.13,2,2,0.226,0,-1,1.13,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
Orion-mutated,32,0,0.84,0.84,0.66,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,1.0,1.12,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.12,2,2,0.224,0,-1,1.12,0.88,0.0,0.0,0.0,3,0.0,0.0,0.0,0.88
Orion-mutated,33,0,1.246,1.5539999999999998,1.246,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0,89.0,0.0,0.0,1.11,1.0,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.2,0,-1,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.89
Orion-mutated,34,0,1.218,1.5819999999999999,1.218,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0,113.0,0.0,0.0,1.13,0.87,00000001010000000000000000010110,00000001010000000000000000010110,0.0,0.0,1.0,3,2,0.226,0,-1,0.87,1.13,0.0,0.0,0.0,3,0.0,0.0,0.0,0.87
